LATITUDE,LONGITUDE,OBSERVATION DATE
10.30708,-84.81162,43101
21.1021484,-86.7932509,43101
21.1021484,-86.7932509,43101
18.5563079,-89.94524,43101
10.050414,-84.321094,43101
10.050414,-84.321094,43101
10.050414,-84.321094,43101
8.2152281,-77.7344084,43101
8.2152281,-77.7344084,43101
8.2152281,-77.7344084,43101
8.2152281,-77.7344084,43101
8.2152281,-77.7344084,43101
8.2152281,-77.7344084,43101
8.2152281,-77.7344084,43101
8.2152281,-77.7344084,43101
16.9670362,-88.2631464,43101
16.9670362,-88.2631464,43101
16.9670362,-88.2631464,43101
16.9670362,-88.2631464,43101
16.9670362,-88.2631464,43101
16.9670362,-88.2631464,43101
16.9670362,-88.2631464,43101
16.9670362,-88.2631464,43101
16.9670362,-88.2631464,43101
16.9670362,-88.2631464,43101
21.451454,-105.1456786,43101
21.451454,-105.1456786,43101
9.9371527,-84.0500858,43101
16.7428703,-92.6144207,43101
16.7428703,-92.6144207,43101
16.7428703,-92.6144207,43101
13.8569059,-87.2341957,43101
13.8569059,-87.2341957,43101
17.2743159,-88.990898,43101
18.5563079,-89.94524,43101
45.2116733,-76.2176085,43101
21.1021484,-86.7932509,43101
21.1021484,-86.7932509,43101
19.873054,-90.4951532,43101
19.873054,-90.4951532,43101
14.6138305,-90.6362914,43101
13.964384,-89.56788,43101
13.964384,-89.56788,43101
3.545418,-76.288569,43101
15.3714981,-90.3507898,43101
5.8123727,-75.8017373,43101
21.451454,-105.1456786,43101
9.9372535,-84.1917334,43101
15.3714981,-90.3507898,43101
19.7135941,-88.8159455,43101
19.7135941,-88.8159455,43101
19.7135941,-88.8159455,43101
19.7135941,-88.8159455,43101
21.5662204,-88.0882931,43101
21.5662204,-88.0882931,43101
21.5662204,-88.0882931,43101
21.5662204,-88.0882931,43101
4.887872,-74.468387,43101
13.964384,-89.56788,43101
21.0694699,-86.8823719,43101
21.0694699,-86.8823719,43101
21.1021484,-86.7932509,43101
21.1021484,-86.7932509,43101
5.8123727,-75.8017373,43101
21.1021484,-86.7932509,43101
21.1021484,-86.7932509,43101
8.9495145,-78.3984804,43101
8.9437149,-78.3919317,43101
13.8569059,-87.2341957,43101
13.8569059,-87.2341957,43101
21.451454,-105.1456786,43101
12.0861146,-86.2464094,43101
12.0861146,-86.2464094,43101
14.5251539,-91.1420054,43101
16.8225345,-88.3284903,43101
16.8225345,-88.3284903,43101
16.8225345,-88.3284903,43101
16.8225345,-88.3284903,43101
16.8225345,-88.3284903,43101
16.8225345,-88.3284903,43101
14.7013178,-91.2897107,43101
21.451454,-105.1456786,43101
21.0694699,-86.8823719,43101
21.0694699,-86.8823719,43101
21.0694699,-86.8823719,43101
21.0694699,-86.8823719,43101
15.3714981,-90.3507898,43101
10.30708,-84.81162,43101
15.4209251,-90.3242254,43102
15.4209251,-90.3242254,43102
15.4209251,-90.3242254,43102
9.9618289,-83.7107697,43102
14.522631,-91.136519,43102
8.6301645,-80.025959,43102
10.4505478,-84.0616171,43102
14.5187207,-90.6912857,43102
10.4515719,-84.061659,43102
34.2608367,-119.1960969,43102
34.2590935,-119.195255,43102
5.8121833,-75.7879528,43102
16.5239624,-90.1836162,43102
16.5239624,-90.1836162,43102
9.3620352,-79.9543333,43102
14.0092571,-87.0059681,43102
14.0092571,-87.0059681,43102
14.0092571,-87.0059681,43102
14.0092571,-87.0059681,43102
18.446142,-89.100731,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
15.3714981,-90.3507898,43102
21.6173833,-105.2687123,43102
4.8724994,-74.474352,43102
18.9376978,-99.3075496,43102
20.5985938,-88.1496068,43102
20.5985938,-88.1496068,43102
20.5985938,-88.1496068,43102
20.5985938,-88.1496068,43102
20.5985938,-88.1496068,43102
14.5382005,-91.1577691,43102
