LATITUDE,LONGITUDE,OBSERVATION DATE
5.3659444,-75.5403882,43101
5.3659444,-75.5403882,43101
14.5251539,-91.1420054,43101
14.5251539,-91.1420054,43101
9.9372535,-84.1917334,43101
10.3056677,-84.8095624,43101
-0.6755082,-77.6010758,43101
4.888193,-74.465125,43101
4.888193,-74.465125,43101
17.0062522,-89.8821241,43101
4.7038961,-73.3643367,43101
-0.024389,-78.76986,43101
-0.024389,-78.76986,43101
-0.024389,-78.76986,43101
-0.024389,-78.76986,43101
-6.0775373,-76.9790554,43101
-6.0775373,-76.9790554,43101
-6.0775373,-76.9790554,43101
4.895427,-74.463178,43101
4.887872,-74.468387,43101
4.887872,-74.468387,43101
9.83193,-83.5638,43101
5.0296461,-75.1145782,43101
5.0296461,-75.1145782,43101
0.033327,-78.868451,43101
5.8123727,-75.8017373,43101
5.2446783,-76.1005516,43101
4.88587,-74.47142,43101
5.8123727,-75.8017373,43101
8.3874318,-83.3063516,43101
-0.015922,-78.681206,43101
-0.015922,-78.681206,43101
-0.015922,-78.681206,43101
-0.015922,-78.681206,43101
3.545418,-76.288569,43101
5.2446783,-76.1005516,43101
10.3078434,-84.8051376,43101
10.3078434,-84.8051376,43101
10.3078434,-84.8051376,43101
10.3078434,-84.8051376,43101
11.9916368,-86.2507439,43101
-0.020999,-78.684424,43101
9.83193,-83.5638,43101
20.9310742,-105.3961158,43101
20.9310742,-105.3961158,43101
-0.5902043,-77.8786039,43101
-0.5902043,-77.8786039,43101
-0.6755082,-77.6010758,43101
-0.6755082,-77.6010758,43101
-0.6843611,-77.6023611,43101
-24.3743572,-65.3445184,43101
0.0023501,-78.6774277,43101
0.0023501,-78.6774277,43101
0.0023501,-78.6774277,43101
0.0023501,-78.6774277,43101
0.0023501,-78.6774277,43101
17.07831,-88.96678,43101
21.451454,-105.1456786,43102
14.522631,-91.136519,43102
10.3078434,-84.8051376,43102
-0.6755082,-77.6010758,43102
-0.6755082,-77.6010758,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
4.887872,-74.468387,43102
18.113345,-89.8033067,43102
21.451454,-105.1456786,43102
-0.020999,-78.684424,43102
0.033327,-78.868451,43102
3.3113227,-76.5744174,43102
3.3113227,-76.5744174,43102
-0.6755082,-77.6010758,43102
21.451454,-105.1456786,43102
14.5796793,-90.7323503,43102
14.624788,-90.5736998,43102
