LATITUDE,LONGITUDE,OBSERVATION DATE
33.5569529,-111.9028544,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
33.3614502,-111.7339478,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
26.4986442,-80.2246141,43101
21.6040411,-105.3016269,43101
21.5652606,-105.275414,43101
33.5242237,-112.286582,43101
26.2949452,-81.4159482,43101
33.5242237,-112.286582,43101
21.5225252,-105.2745785,43101
39.9867232,-75.0728962,43101
21.4809405,-105.2008188,43101
33.40128,-111.6986418,43101
33.5242237,-112.286582,43101
21.5474358,-105.2610612,43101
16.951466,-89.576908,43101
31.802818,-106.533398,43101
21.6040411,-105.3016269,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
34.031892,-118.060112,43101
33.40128,-111.6986418,43101
34.2670624,-118.385067,43101
21.6040411,-105.3016269,43101
33.5242237,-112.286582,43101
34.10053,-118.01333,43101
33.5242237,-112.286582,43101
26.4986442,-80.2246141,43101
26.446927,-98.00643,43101
33.5242237,-112.286582,43101
16.951466,-89.576908,43101
21.4809405,-105.2008188,43101
33.5242237,-112.286582,43101
33.5569529,-111.9028544,43101
26.4861584,-80.1607561,43101
33.5242237,-112.286582,43101
21.6040411,-105.3016269,43101
20.8997571,-105.4123929,43101
33.5242237,-112.286582,43101
33.6637274,-117.8426814,43101
21.6040411,-105.3016269,43101
33.3614502,-111.7339478,43101
32.374065,-111.0508481,43101
26.2949452,-81.4159482,43101
26.4986442,-80.2246141,43101
33.3614502,-111.7339478,43101
21.451454,-105.1456786,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
14.0422133,-87.2196436,43101
33.5242237,-112.286582,43101
32.374065,-111.0508481,43101
33.5242237,-112.286582,43101
14.0422133,-87.2196436,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
20.8997571,-105.4123929,43101
33.5242237,-112.286582,43101
16.9151634,-89.8864673,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
16.9151634,-89.8864673,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
31.802818,-106.533398,43101
33.5569529,-111.9028544,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
14.8678035,-89.095716,43101
20.6816534,-105.2584518,43101
26.4861584,-80.1607561,43101
33.5242237,-112.286582,43101
33.5242237,-112.286582,43101
26.2949452,-81.4159482,43101
33.5569529,-111.9028544,43101
