LATITUDE,LONGITUDE,OBSERVATION DATE
10.050414,-84.321094,43101
12.035371,-86.188484,43101
21.1466826,-86.8145496,43101
21.1528518,-86.8331407,43101
21.041219,-89.657306,43101
21.1466826,-86.8145496,43101
20.9892292,-89.6032584,43101
21.0332984,-89.629762,43101
29.9282524,-95.8905387,43101
21.1528518,-86.8331407,43101
14.0092571,-87.0059681,43101
21.1466826,-86.8145496,43101
21.5662204,-88.0882931,43101
43.6274352,-80.1454514,43101
21.1528518,-86.8331407,43101
21.0332984,-89.629762,43101
14.5251539,-91.1420054,43101
21.1466826,-86.8145496,43101
21.1466826,-86.8145496,43101
21.0332984,-89.629762,43101
27.3099583,-82.2593589,43101
17.0758895,-96.7325163,43101
16.9670362,-88.2631464,43101
21.0427849,-89.65451,43101
20.9882636,-86.8283415,43101
12.035371,-86.188484,43101
21.1528518,-86.8331407,43101
16.9670362,-88.2631464,43101
37.3784786,-118.4929991,43101
21.0332984,-89.629762,43101
21.1466826,-86.8145496,43101
21.0332984,-89.629762,43101
21.1528518,-86.8331407,43101
21.4434647,-87.708558,43101
21.1466826,-86.8145496,43101
21.1528518,-86.8331407,43101
13.915289,-87.123544,43101
12.035371,-86.188484,43101
21.5662204,-88.0882931,43101
21.1466826,-86.8145496,43101
21.1528518,-86.8331407,43101
13.8569059,-87.2341957,43101
21.0427849,-89.65451,43101
12.035371,-86.188484,43101
21.514806,-87.679503,43101
10.050414,-84.321094,43101
21.1528518,-86.8331407,43101
12.035371,-86.188484,43101
13.915289,-87.123544,43101
13.8569059,-87.2341957,43101
10.050414,-84.321094,43101
13.915289,-87.123544,43101
21.041219,-89.657306,43101
20.9882636,-86.8283415,43101
21.514806,-87.679503,43101
15.3714981,-90.3507898,43101
29.9282524,-95.8905387,43101
21.0332984,-89.629762,43101
20.9882636,-86.8283415,43101
15.3714981,-90.3507898,43101
21.1466826,-86.8145496,43101
21.514806,-87.679503,43101
21.1466826,-86.8145496,43101
21.1466826,-86.8145496,43101
21.1528518,-86.8331407,43101
21.1528518,-86.8331407,43101
15.3714981,-90.3507898,43101
26.739928,-81.722537,43101
21.1466826,-86.8145496,43101
21.1466826,-86.8145496,43101
29.9282524,-95.8905387,43101
21.0332984,-89.629762,43101
21.0332984,-89.629762,43101
16.9670362,-88.2631464,43101
21.4434647,-87.708558,43101
21.1466826,-86.8145496,43101
21.1528518,-86.8331407,43101
21.1528518,-86.8331407,43101
16.4600398,-85.8666945,43101
12.035371,-86.188484,43101
21.1528518,-86.8331407,43101
13.8569059,-87.2341957,43101
12.035371,-86.188484,43101
13.915289,-87.123544,43101
10.050414,-84.321094,43101
21.1466826,-86.8145496,43101
14.5251539,-91.1420054,43101
21.1528518,-86.8331407,43101
21.041219,-89.657306,43101
21.1466826,-86.8145496,43101
21.1528518,-86.8331407,43101
21.1466826,-86.8145496,43101
21.1528518,-86.8331407,43101
21.1528518,-86.8331407,43101
14.0092571,-87.0059681,43101
15.3714981,-90.3507898,43101
21.1528518,-86.8331407,43101
21.4434647,-87.708558,43101
21.1528518,-86.8331407,43101
10.050414,-84.321094,43101
20.9444568,-73.6765319,43102
9.2651,-79.906281,43102
17.605023,-89.0685654,43102
20.9444568,-73.6765319,43102
9.3620352,-79.9543333,43102
9.3620352,-79.9543333,43102
21.0427849,-89.65451,43102
32.291247,-64.7645921,43102
20.9444568,-73.6765319,43102
27.5567917,-82.5390387,43102
18.9858529,-99.0791662,43102
18.9858529,-99.0791662,43102
15.4209251,-90.3242254,43102
17.605023,-89.0685654,43102
22.124526,-80.3237915,43102
21.0427849,-89.65451,43102
18.9858529,-99.0791662,43102
14.0092571,-87.0059681,43102
22.124526,-80.3237915,43102
18.9858529,-99.0791662,43102
18.9858529,-99.0791662,43102
15.4209251,-90.3242254,43102
9.2651,-79.906281,43102
22.124526,-80.3237915,43102
26.375442,-81.6040206,43102
20.9444568,-73.6765319,43102
18.9858529,-99.0791662,43102
27.5567917,-82.5390387,43102
17.752118,-88.721329,43102
14.0092571,-87.0059681,43102
18.9858529,-99.0791662,43102
9.3620352,-79.9543333,43102
9.3620352,-79.9543333,43102
21.0427849,-89.65451,43102
20.3983115,-86.961937,43102
26.375442,-81.6040206,43102
20.3983115,-86.961937,43102
23.3166415,-106.4782047,43102
20.3983115,-86.961937,43102
14.0092571,-87.0059681,43102
18.9858529,-99.0791662,43102
15.4209251,-90.3242254,43102
18.9858529,-99.0791662,43102
9.3620352,-79.9543333,43102
21.0427849,-89.65451,43102
23.3166415,-106.4782047,43102
20.9892292,-89.6032584,43102
26.375442,-81.6040206,43102
27.5567917,-82.5390387,43102
21.0427849,-89.65451,43102
20.3983115,-86.961937,43102
26.375442,-81.6040206,43102
9.3620352,-79.9543333,43102
27.5567917,-82.5390387,43102
21.0427849,-89.65451,43102
21.0427849,-89.65451,43102
20.9444568,-73.6765319,43102
20.3983115,-86.961937,43102
26.0813003,-98.1351399,43102
32.291247,-64.7645921,43102
14.5796793,-90.7323503,43102
21.0427849,-89.65451,43102
20.3983115,-86.961937,43102
20.9892292,-89.6032584,43102
26.375442,-81.6040206,43102
26.7148389,-81.6102661,43102
16.3245875,-95.0362444,43102
21.0427849,-89.65451,43102
21.0427849,-89.65451,43102
20.3983115,-86.961937,43102
20.9444568,-73.6765319,43102
9.3620352,-79.9543333,43102
22.124526,-80.3237915,43102
20.3983115,-86.961937,43102
23.3166415,-106.4782047,43102
20.4918848,-87.7387905,43102
19.644952,-101.2742257,43102
18.9858529,-99.0791662,43102
20.3983115,-86.961937,43102
20.4918848,-87.7387905,43102
15.4209251,-90.3242254,43102
18.9858529,-99.0791662,43102
18.9858529,-99.0791662,43102
26.375442,-81.6040206,43102
20.3983115,-86.961937,43102
20.3983115,-86.961937,43102
15.4209251,-90.3242254,43102
27.5567917,-82.5390387,43102
18.9858529,-99.0791662,43102
20.9444568,-73.6765319,43102
21.0427849,-89.65451,43102
18.9858529,-99.0791662,43102
17.752118,-88.721329,43102
15.4209251,-90.3242254,43102
32.291247,-64.7645921,43102
14.0092571,-87.0059681,43102
26.375442,-81.6040206,43102
14.0422133,-87.2196436,43102
27.8627509,-97.612361,43102
9.2651,-79.906281,43102
14.5251539,-91.1420054,43103
14.5251539,-91.1420054,43103
14.5251539,-91.1420054,43103
14.5251539,-91.1420054,43103
14.5251539,-91.1420054,43103
14.5251539,-91.1420054,43103
21.2085671,-87.7250569,43103
18.476251,-66.883584,43103
17.0148469,-96.5104919,43103
13.1825394,-86.2927536,43103
27.3253186,-82.4336821,43103
20.0774,-87.6147,43103
17.0148469,-96.5104919,43103
26.2901017,-98.1333482,43103
11.2014724,-85.6634903,43103
14.5222312,-91.1343384,43103
14.5222312,-91.1343384,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
21.0427849,-89.65451,43103
26.2905822,-98.1351909,43103
11.2014724,-85.6634903,43103
14.715416,-91.847781,43103
14.715416,-91.847781,43103
14.715416,-91.847781,43103
14.715416,-91.847781,43103
27.3253186,-82.4336821,43103
13.1825394,-86.2927536,43103
13.1825394,-86.2927536,43103
14.6565906,-91.1530055,43103
18.446142,-89.100731,43103
26.2901017,-98.1333482,43103
15.6092,-90.38343,43103
21.2085671,-87.7250569,43103
29.34928,-89.538283,43103
29.7467921,-93.9367962,43103
